,inspection_no,dba_name,aka_name,license_no,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,violations,latitude,longitude,location,rating,business_status
389,2098516,GOLDEN CRUST PIZZERIA,GOLDEN CRUST PIZZERIA,75382.0,Restaurant,Risk 1 (High),4620 N KEDZIE AVE ,CHICAGO,IL,60625.0,10/10/2017,Canvass,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD (ICE) NOT PROTECTED DURING STORAGE INSIDE OF THE ICE MACHINE.OBSERVED BLACK SLIMY SUBSTANCE ON INTERIOR WATER COMPONENTS OF THE ICE MACHINE WHICH USED FOR HUMAN CONSUMPTION.MANAGEMENT INSTRUCTED TO TURN OFF MACHINE, REMOVE ICE AND HAVE INTERIOR OF ICE MACHINE CLEANED AND SANITIZED AND MAINTAIN. SERIOUS VIOLATION 7-38-005(A).  | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND EVIDENCE OF RODENT DROPPINGS APPROXIMATELY 40 RODENT(RAT)DROPPINGS IN CLUTTERED BASEMENT STORAGE AREAS AND APPROXIMATELY 20 LIVE FRUIT FLIES IN THE CORNER NEXT TO KITCHEN DISHWASHING 3 COMPARTMENT SINK AREAS,1O LIVE FRUIT FLIES IN BAR AREA ALSO,THE REAR KITCHEN EXIT DOOR THAT OPENS TO THE OUTSIDE IS NOT INSECT/RODENT-PROOFED APPROXIMATELY 1/4' MODE OF ENTRY AT BOTTOM RIGHT CORNER OF SAID DOOR.INSTRUCTED TO REMOVE FRUIT FLIES,CLEAN AND SANITIZE ALL AFFECTED AREAS IN DETAIL AND MAKE DOOR TIGHT FITTING ALL ACROSS THE BOTTOM/CORNERS TO PREVENT-PEST ENTRY AND PEST CONTROL SERVICE IS NOW RECCOMENDED. SERIOUS VIOLATION 7-38-020.  | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GREASE BOX NOT CLEANED, MAINTAINED OR RODENT PROOF. OBSERVED WASTE GREASE ON GROUND AND WASTE ENCRUSTED GREASE ON TOP LID AND SIDES OF GREASE CONTAINER. INSTRUCTED TO DETAIL CLEAN GREASE CONTAINER AND ON GROUND TO PREVENT INSECT AND RODENT NUISANCE. SERIOUS VIOLATION ISSUED 7-38-020.  | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: KITCHEN BULK FOOD CONTAINERS MUST BE LABELED TO IDENTIFY FOODS STORED AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARDS WITH DEEP, DARK GROOVES MUST BE SANDED/BLEACHED OR REPLACED AND WOODEN SHELVINGS ARE IN POOR-REPAIR ABOVE THE PREP TABLE NEXT TO THE DISHWASHING 3 COMPARTMENT SINK,MUST REPAIR/REPLACE AND MAINTAIN TO SMOOTH,EASILY CLEANABLE SURFACE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MANUAL CAN OPENER ATTACHED TO PREP TABLE, BULK STORAGE CONTAINERS, PREP COUNTERS, COOLERS, EXHAUST HOOD AND FILTERS, DEEP FRYER CABINETS, AND SHELVINGS THROUGHOUT THE KITCHEN AREAS,BEHIND BAR COUNTER AREAS. INSTRUCTED TO DETAIL CLEAN AND SANITIZE AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS BEHIND-UNDER-AROUND ALL HEAVY KITCHEN EQUIPMENTS AND THROUGHOUT THE BASEMENT STORAGE AREAS REQUIRE A DETAIL CLEANING AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DETAIL CLEAN AND SANITIZE WALLS/CEILING INSIDE THE WALK-IN-COOLER AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INSTRUCTED TO REPLACE BURNT-OUT LIGHT BULBS IN KITCHEN PREP AREAS AND MAINTAIN ADEQUATE LIGHTING AT ALL TIMES. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: UNNECESSARY ARTICLES STORED IN THROUGH-OUT BASEMENT STORAGE AREAS AND DRY STORAGE ROOM NEAR THE KITCHEN PREP AREA. INSTRUCTED TO REMOVE ALL UNUSED ARTICLES DUE TO POTENTIAL PEST-HARBORAGE AND ELEVATE SUPPLIES 6 INCHES OR HIGHER AND AWAY FROM WALL FOR EASIER CLEANING AND MAINTAIN. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: ICE SCOOPS FOR BAR ICE MACHINE MUST BE PROPERLY STORED OUTSIDE OF THE BAR ICE BIN INVERTED IN A CLEAN CONTAINER, NOT INSIDE THE BAR ICE BIN AND MAINTAIN.",41.96535307618747,-87.70852522642963,"(-87.70852522642963, 41.96535307618747)",0.0,OPERATIONAL
390,2099168,GOLDEN CRUST PIZZERIA,GOLDEN CRUST PIZZERIA,75382.0,Restaurant,Risk 1 (High),4620 N KEDZIE AVE ,CHICAGO,IL,60625.0,10/19/2017,Canvass Re-Inspection,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments:  KITCHEN BULK FOOD CONTAINERS MUST BE LABELED TO IDENTIFY FOODS STORED AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  MANUAL CAN OPENER ATTACHED TO PREP TABLE, BULK STORAGE CONTAINERS, PREP COUNTERS, COOLERS, EXHAUST HOOD AND FILTERS, DEEP FRYER CABINETS, AND SHELVINGS THROUGHOUT THE KITCHEN AREAS,BEHIND BAR COUNTER AREAS. INSTRUCTED TO DETAIL CLEAN AND SANITIZE AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  FLOORS BEHIND-UNDER-AROUND ALL HEAVY KITCHEN EQUIPMENTS AND THROUGHOUT THE BASEMENT STORAGE AREAS REQUIRE A DETAIL CLEANING AND MAINTAIN.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DETAIL CLEAN AND SANITIZE WALLS/CEILING INSIDE THE WALK-IN-COOLER AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments:  UNNECESSARY ARTICLES STORED IN THROUGH-OUT BASEMENT STORAGE AREAS AND DRY STORAGE ROOM NEAR THE KITCHEN PREP AREA. INSTRUCTED TO REMOVE ALL UNUSED ARTICLES DUE TO POTENTIAL PEST-HARBORAGE AND ELEVATE SUPPLIES 6 INCHES OR HIGHER AND AWAY FROM WALL FOR EASIER CLEANING AND MAINTAIN",41.96535307618747,-87.70852522642963,"(-87.70852522642963, 41.96535307618747)",0.0,OPERATIONAL
391,1965855,GOLDEN CRUST PIZZERIA,GOLDEN CRUST PIZZERIA,75382.0,Restaurant,Risk 1 (High),4620 N KEDZIE AVE ,CHICAGO,IL,60625.0,10/04/2016,Canvass Re-Inspection,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: SINGLE SERVICE CONTAINERS IN KITCHEN AREA MUST BE PROPERLY STORED AND INVERTED TO PREVENT CONTAMINATION BEFORE USE AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  BULK STORAGE CONTAINERS,TOPS AND BOTTOMS OF PREP TABLES,INTERIORS OF COOLERS,INTERIOR BOTTOM COMPARTMENTS OF DEEP FRYERS,SIDES OF HOT COOKING EQUIPMENTS, AND CUTTING BOARDS NOT CLEAN. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS ALONG WALLS AND IN ALL CORNERS THROUGHOUT THE PREMISES INCLUDING BASEMENT STORAGE AREAS REQUIRE A DETAIL CLEANING AND MAINTAIN FLOOR DRY BENEATH THE ICE MAKER. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  INSTRUCTED TO PROVIDE PROPER DRAIN LINE FOR BAR GUN SUCH THAT IT DRAINS DIRECTLY INTO A FLOOR DRAIN AND NOT INTO AN EXPOSED HANDSINK AT BAR AREA. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: UNNECESSARY ARTICLES STORED THROUGHOUT BASEMENT STORAGE AREAS. INSTRUCTED TO REMOVE ALL UNUSED ARTICLES AND ELEVATE STOCK ITEMS AT LEAST 6 INCHES OFF THE FLOOR AND AWAY FROM WALL FOR EASIER CLEANING. ",41.96535307618747,-87.70852522642963,"(-87.70852522642963, 41.96535307618747)",0.0,OPERATIONAL
392,1188436,GOLDEN CRUST PIZZERIA,GOLDEN CRUST PIZZERIA,75382.0,Restaurant,Risk 1 (High),4620 N KEDZIE AVE ,CHICAGO,IL,60625.0,12/19/2012,Complaint,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST DEFROST ALL CHEST FREEZERS IN THE BASEMENT (WITH HEAVY ICE BUILD UP).MISSING DRAIN STOPPERS FOR THE 3 COMPARTMENT SINK. MUST PROVIDE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN AND SANITIZE THE FOLLOWING: ALL CHOPPING BOARD; EXTERIOR SIDES OF THE GRILL,AND DEEP FRYER; INTERIOR DOOR OF THE DEEP FRYER(WITH HEAVY GREASE BUILD UP) AND ALL BULK CONTAINERS AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN IN DETAIL THE FLOOR THRU-OUT BASEMENT AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST SEAL THE GAP AROND THE PIPE BEHIND WALLS OF THE BAR. MUST FINISH THE RIM AROUND THE DOOR OF THE STORAGE ROOM  AND SEAL THE GAP/CREVICES ON THE BOTTOM CORNER OF THE DOOR. MUST CLEAN IN DETAIL THE FILTER AND HOOD IN THE KITCHEN(WITH GREASE BUILD UP).",41.96535307618747,-87.70852522642963,"(-87.70852522642963, 41.96535307618747)",0.0,OPERATIONAL
393,391273,GOLDEN CRUST PIZZERIA,GOLDEN CRUST PIZZERIA,75382.0,Restaurant,Risk 1 (High),4620 N KEDZIE AVE ,CHICAGO,IL,60625.0,11/19/2010,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: All food not stored in the original container shall be stored in properly labeled containers.//NEED NAMES DATES ON ALL FOOD ITEMS IN STORAGE. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Containers and utensils shall be inverted, covered, or otherwise protected from contamination until used.  All single-service drinking straws and containers shall be discarded immediately after use.//INSTRUCTED MGMT TO PROPERLY STORE ALL CLEAN MULTI USE UTENSILS IN PREP AREA. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.//MUST INSTALL SPLASH GUARD BETWEEN EXPOSED HAND BOWL & PREP TABLE IN KITCHEN AREA/REPLACE ALL STAIN & BADLY PITTED CUTTINING BOARDS IN PREP AREA/REMOVE CARD BOARD LINEING ON DRY STORAGE TABLE IN BASEMENT/REPLACE RUSTY FAN COVERS IN WALK IN COOLER OR PAINT/NEED LIDES ON ALL GARBAGE CANS IN PREP AREA WHEN NOT IN USE./NEED LIGHT COVER ON LIGHT IN VENTILATION FAN UNIT IN WOMEN RESTROOM. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.//SOME SHELVES IN COOLERS ,DRY STORAGE,INTERIOR & EXTERIOR OF EQUIPMENT NEED DETAIL CLEANING/MUST DETAIL CLEAN VENTILATION FAN COVERS IN MEN & WOMEN RESTROOM | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.//FLOORS UNDER AROUND STOCK EQUIPMENT NEED CLEANING/MUST REMOVE ALL SODA & MILK CARATS OFF FLOORS USED FOR FOOD STORAGE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.//NEED TO REPAIR CEILING IN BASEMENT IN REAR AREA/REPAIR WALL NEXT TO WALK IN COOLER IN KITCHEN AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: All rooms in which food or drink is prepared, or in which utensils are washed, shall be lighted so that a minimum of 50-foot candles of light is available on all work surfaces.//NEED FULL LIGHT SHIELDS & END CAPS  ON LIGHTS OVER FOOD PREP AREA IN KITCHEN . | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.//MUST REMOVE ALL UNNECESSARY ARTICLES OFF PREMISES OR PROPERLY STORE AWAY.IN BASEMENT & 1ST FLOOR.",41.96535307618747,-87.70852522642963,"(-87.70852522642963, 41.96535307618747)",0.0,OPERATIONAL
394,1951328,NOODLES & COMPANY,NOODLES & COMPANY,1873401.0,Restaurant,Risk 1 (High),180 N MICHIGAN AVE ,CHICAGO,IL,60601.0,11/17/2016,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Rear storage shelving/racks not clean, need detailed cleaning(crevices).  Prep table lower shelving not clean, need detailed cleaning(crevices). | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floors under ice machine, prep table not clean, had excess debris build up, needs detailed cleaning(corners).   | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Damaged ceiling tile in rear kitchen area, shall be repaired/replaced, missing exhaust vent cover in rear kitchen area, shall be provided. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Damaged, broken light shields in rear kitchen areas, shall be repaired/replaced.",41.88525376865376,-87.62463473109302,"(-87.62463473109302, 41.885253768653754)",4.3,OPERATIONAL
395,1419158,NOODLES & COMPANY,NOODLES & COMPANY,1873401.0,Restaurant,Risk 1 (High),180 N MICHIGAN AVE ,CHICAGO,IL,60601.0,11/12/2015,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN AND SANITIZE EXTERIOR TOP AND SIDE PANELS OF THE DISH MACHINE IN THE REAR AREA TO REMOVE ENCRUSTED DEBRI. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST REPLACE BURNT OUT LIGHT BULBS AT BOTH 1DR REFRIGERATORS LOCATED ACROSS FROM THE WOK STATION IN THE PREP AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: DURING INSPECTION FOUND THE ONLY URINAL IN THE MEN'S RESTROOM OUT OF ORDER AND WRAPPED UP IN PLASTIC AS TO NOT TO BE USED. MUST REPAIR ABOVE STATED URINAL. THERE IS A WORKING FLUSING TOILET IN THIS SAME MEN'S RESTROOM.",41.88525376865376,-87.62463473109302,"(-87.62463473109302, 41.885253768653754)",4.3,OPERATIONAL
396,1372696,NOODLES & COMPANY,NOODLES & COMPANY,1873401.0,Restaurant,Risk 1 (High),180 N MICHIGAN AVE ,CHICAGO,IL,60601.0,10/23/2014,Complaint,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MISSING GROUT AT KITCHEN FLOOR TILE UNDER 3-COM SINK AND FRONT SERVICE LINE TRAPPING WASTE WATER AND DEBRIS, INSTRUCTED TO REGROUT AND MAINTAIN.",41.88525376865376,-87.62463473109302,"(-87.62463473109302, 41.885253768653754)",4.3,OPERATIONAL
397,1345745,NOODLES & COMPANY,NOODLES & COMPANY,1873401.0,Restaurant,Risk 1 (High),180 N MICHIGAN AVE ,CHICAGO,IL,60601.0,12/13/2013,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST REGROUT FLOORS UNDER TALL GREEN STORAGE RACK LOCATED NEXT TO THE EXPOSED HAND WASHING SINK IN THE FRONT AS WELL AS THE FLOOR UNDER THE GRILLING AREA SO AS TO BE SMOOTH AND EASILY CLEANABLE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REMOVE EXCESSIVE DUST BUILD-UP AT EXHAUST VENTS IN THE CEILING LOCATED IN THE REAR KITCHEN AREA NEXT TO THE MOP SINK AREA.  ",41.88525376865376,-87.62463473109302,"(-87.62463473109302, 41.885253768653754)",4.3,OPERATIONAL
398,1345579,EINSTEIN BROS BAGELS #3620,EINSTEIN BROS BAGELS #3620,2284736.0,Restaurant,Risk 1 (High),180 N MICHIGAN AVE ,CHICAGO,IL,60601.0,10/01/2013,License,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN AND SANITIZE INTERIOR PANEL OF ICE MACHINE TO REMOVE SLIGHT GRAY BUILD-UP AT CORNERS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN AND SANITIZE ALL SHELVING LOCATED IN THE BOTH BASEMENT STORAGE ROOMS TO REMOVE DIRT AND DEAD INSECTS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN AND SANITIZE ALL FLOOR CORNERS IN THE BOTH BASEMENT STORAGE ROOM FLOORS TO REMOVE DIRT AND DEAD INSECTS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN AND SANITIZE FLOOR AT STAIRWAY LEADING TO THE BASEMENT AREA TO REMOVE DIRT AND DEBRIS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DECLUTTER AND ELEVATE ALL ITEMS 6 INCHES OFF THE FLOOR AT STAIRWAY LEADING TO THE BASEMENT STORAGE AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REPLACE ALL DARK STAINED CEILING TILES AT THE FRONT BAGEL MAKING AREA ABOVE THE SMALL OVEN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST DECLUTTER AND BETTER ORGANIZE BOTH BASEMENT STORAGE ROOMS SO AS TO HAVE ALL ITEMS 6 INCHES OFF THE FLOOR AND TO PREVENT PEST BREEDING AREAS.",41.88525376865376,-87.62463473109302,"(-87.62463473109302, 41.885253768653754)",4.3,OPERATIONAL
399,666210,NOODLES & COMPANY,NOODLES & COMPANY,1873401.0,Restaurant,Risk 1 (High),180 N MICHIGAN AVE ,CHICAGO,IL,60601.0,11/08/2011,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.  COOLER DOOR GASKETS NOT CLEAN, INSTRUCTED TO CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.  MINOR LEAK NOTED UNDER REAR PREP AREA HAND SINK, INSTRUCTED TO REPAIR.",41.88525376865376,-87.62463473109302,"(-87.62463473109302, 41.885253768653754)",4.3,OPERATIONAL
400,666211,NOODLES & COMPANY,NOODLES & COMPANY,2109110.0,Restaurant,Risk 1 (High),180 N MICHIGAN AVE ,CHICAGO,IL,60601.0,11/08/2011,Task Force Liquor 1475,Pass,,41.88525376865376,-87.62463473109302,"(-87.62463473109302, 41.885253768653754)",4.3,OPERATIONAL
401,409373,NOODLES & COMPANY,NOODLES & COMPANY,1873401.0,Restaurant,Risk 1 (High),180 N MICHIGAN AVE ,CHICAGO,IL,60601.0,11/03/2010,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.  CONDENSATION WATER NOT DRAINING PROPERLY IN PREP COOLER, INSTRUCTED TO DRAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.  SYRUP SPILLS AND FOOD DEBRIS NOTED ON FLOOR UNDER DISH MACHINE AND SYRUP STORAGE ROOM, INSTRUCTED TO CLEAN. ",41.88525376865376,-87.62463473109302,"(-87.62463473109302, 41.885253768653754)",4.3,OPERATIONAL
402,1502148,JAM,JAM,2115261.0,Restaurant,Risk 1 (High),3057 W LOGAN BLVD ,CHICAGO,IL,60647.0,11/21/2014,Canvass,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: INSTRUCTED FACILTY TO STORE PLATES AND OTHER MULTI USE UTENSILS INVERTED TO HELP PREVENT CONTAMINATION. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND THE GASKET ON THE GRILL COOLER TO BE TORN. INSTRUCTED FACILITY TO REPLACE AND MAINTAIN.    FOUND THE CAULK BEHIND THE DISH MACHINE SPRAYER SINK IN POOR REPAIR. INSTRUCTED FACILITY TO REMOVE, CLEAN AREA, RECAULK, AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOUND SLIGHT DIRT ACCUMULATION ON UPPER INTERIOR PORTION OF ICE MACHINE. INSTRUCTED FACILITY TO CLEAN, SANITIZE, AND MAINTAIN.",41.92829392141687,-87.70473449662273,"(-87.70473449662273, 41.928293921416866)",4.6,OPERATIONAL
403,1345591,JAM,JAM,2115261.0,Restaurant,Risk 1 (High),3057 W LOGAN BLVD ,CHICAGO,IL,60647.0,10/22/2013,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN AND SANITIZE THE INTERIOR PANEL OF THE ICE MACHINE TO REMOVE SLIGHTLY GRAYISH BUILD-UP. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR LEAK AT THE DISH MACHINE.",41.92829392141687,-87.70473449662273,"(-87.70473449662273, 41.928293921416866)",4.6,OPERATIONAL
